GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysis.Builder,0,44,0,0,0,16,0,9,0,9
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisSection.JsonUtil,16,122,11,11,11,33,11,2,0,2
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,Device,114,32,10,0,16,9,16,1,11,1
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,CurrentlyPlaying.JsonUtil,10,132,10,14,8,32,10,4,0,2
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisMeta.Builder,0,44,0,0,0,16,0,9,0,9
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,CurrentlyPlayingContext,61,74,0,0,2,22,2,11,2,11
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisSegment.JsonUtil,8,99,8,8,7,24,8,2,0,2
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,CurrentlyPlaying,46,53,0,0,2,16,2,8,2,8
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,Device.Builder,0,44,0,0,0,16,0,9,0,9
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysis,51,53,0,0,4,16,2,8,2,8
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,CurrentlyPlaying.Builder,0,44,0,0,0,16,0,9,0,9
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysis.JsonUtil,9,116,9,9,8,32,9,2,0,2
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisSegment.Builder,0,44,0,0,0,16,0,9,0,9
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,PlaylistTracksInformation,27,12,0,0,4,4,4,1,4,1
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisSection.Builder,0,59,0,0,0,22,0,12,0,12
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisTrack.JsonUtil,42,306,28,28,27,83,28,2,0,2
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisTrack.Builder,0,139,0,0,0,54,0,28,0,28
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,CurrentlyPlayingContext.Builder,0,59,0,0,0,22,0,12,0,12
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,Restrictions.Builder,14,0,0,0,4,0,3,0,3,0
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisSegment,69,32,0,0,10,9,9,1,9,1
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisMeasure.Builder,0,24,0,0,0,8,0,5,0,5
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,Device.JsonUtil,9,94,9,9,8,25,9,2,0,2
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisMeta,67,32,0,0,9,9,9,1,9,1
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,Restrictions.JsonUtil,27,0,6,0,9,0,5,0,2,0
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisTrack,216,111,0,0,27,29,27,2,27,2
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,PlaylistTracksInformation.JsonUtil,4,36,4,4,3,10,4,2,0,2
Spotify Web API Java Client,se.michaelthelin.spotify.model_objects.miscellaneous,AudioAnalysisMeasure,35,16,0,0,5,5,5,1,5,1
Spotify Web API Java Client,se.michaelthelin.spotify.requests.authorization.client_credentials,ClientCredentialsRequest,0,12,0,0,0,3,0,2,0,2
Spotify Web API Java Client,se.michaelthelin.spotify.requests.authorization.client_credentials,ClientCredentialsRequest.Builder,8,48,2,2,0,13,2,5,0,5
Spotify Web API Java Client,se.michaelthelin.spotify.exceptions,SpotifyWebApiException,12,0,0,0,6,0,3,0,3,0
